product_name,product_img_url,product_url,product_price_min,product_short_description
"American Made USA Flag Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/1/4/1442-s-115_bst.jpg,https://www.thegrommet.com/products/chart-metalworks-american-made-usa-flag-necklace,30,"The stars and stripes fly proudly every day with this American flag necklace. It’s Made in Maine with pewter designed to slowly patina over time."
"Single Color Pleated Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/skucover_solids_minimumdesign.jpg,https://www.thegrommet.com/products/minimum-design-pleated-statement-necklace-single-colorway,30,"A fabric statement necklace is the best of both worlds—major visual impact, without the weight. Greek lighting designer Alexandra Tsoukala creates these necklaces with remnants from her lighting installations, using pleated strands inspired by Greek sculpture. The result is a fluid piece that catches the light and moves as you wear it—and can look different each time."
"American Flag Cloud Letter Locket",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/8/3835-CON-100_BST_1.jpg,https://www.thegrommet.com/products/eternity-letter-american-flag-cloud-letter-locket,30,"Eternity Letter: American Flag Cloud Letter Locket - Gun Metal"
"Classic Cloud Letter Locket",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/8/3835-CON-200_BST_1.jpg,https://www.thegrommet.com/products/eternity-letter-classic-cloud-letter-locket,30,"Eternity Letter: Classic Cloud Letter Locket - Antiqued Bronze"
"American Flag Letter Locket For Ashes",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/8/3835-CON-300_BST_1.jpg,https://www.thegrommet.com/products/eternity-letter-american-flag-letter-locket-for-ashes,30,"Eternity Letter lockets will help you say goodbye through the power of a handwritten letter. Allows you to let go, apologize, or to communicate your heart and soul to your loved one. Eternity Letter serves as a way to memorialize thoughts and feelings, documenting the words in your heart in an enduring way. Whether you want to preserve the cremation ashes of your loved one or even a bit of soil from their final place of rest, the locket helps you customize a tender eternal keepsake."
"Dried Flower Oval Bar Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/F/o/FoundKeptJewelry-20220214233629-PXL20220214211904065.jpg,https://www.thegrommet.com/products/dried-flower-oval-bar-necklace,32,"Found Kept Jewelry: Oval Bar Necklace with Alyssum and QAL - Gold"
"Sweet Alyssum Bouquet Small Hexagon Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/F/o/FoundKeptJewelry-20220216022539-PXL20220215202742954.jpg,https://www.thegrommet.com/products/sweet-alyssum-bouquet-small-hexagon-necklace,32,"Found Kept Jewelry: Small Hexagon Sweet Alyssum Bouquet Necklaces - Silver"
"Violet Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/F/o/FoundKeptJewelry-20220216025703-PXL20220215201331041.jpg,https://www.thegrommet.com/products/violet-necklace,32,"Found Kept Jewelry: Violet Necklaces - Gold"
"Forget-me-not Small Hexagon Leaf Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/F/o/FoundKeptJewelry-20220216023547-PXL20220215200315299.PORTRAIT.jpg,https://www.thegrommet.com/products/forget-me-not-small-hexagon-leaf-necklace,32,"Found Kept Jewelry: Forget-me-not Small Hexagon Leaf Necklace"
"Single Sprig Forget-me-not Hexagon Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/U/N/UNKNOWN-20220214002615-PXL20220213204733621.PORTRAIT.jpg,https://www.thegrommet.com/products/single-sprig-forget-me-not-hexagon-necklace,32,"Found Kept Jewelry: Single Sprig Forget-me-not Hexagon Necklace"
"Family Tree Necklace + 2 Birthstones",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/skucover_2_vintagestampjewels.jpg,https://www.thegrommet.com/products/vintage-stamp-jewels-family-tree-necklace-with-2-crystal-birthstones,32,"Vintage Stamp Jewels: Family Tree Necklace Gold Chain with 2 Crystal Birthstones"
"Family Tree Necklace + 3 Birthstones",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/skucover_3_vintagestampjewels.jpg,https://www.thegrommet.com/products/vintage-stamp-jewels-family-tree-necklace-with-3-crystal-birthstones,32,"Vintage Stamp Jewels: Family Tree Necklace Gold Chain 3 Crystal Birthstones"
"Birth Month Flower Necklace + 2 Pendants",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/1/5/154603207_740126783365982_4586524194784880606_n_1.jpg,https://www.thegrommet.com/products/birth-month-flower-necklace-2,32.95,"Vintage Stamp Jewels: Birth Month Flower Necklace + 2 Pendants - Gold"
"Pendant Necklace - Nylon Cord",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/c/a/catalogv1_everydayartifact_1.jpg,https://www.thegrommet.com/products/everyday-artifact-silver-jewelry,34,"Everyday Artifact: Pendant Necklace - Nylon Cord - Branches - 20""
"Paw Print Stud Earrings",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/U/N/UNKNOWN-4496-20210908165739-Chart-pawprintstuds.jpg,https://www.thegrommet.com/products/paw-print-stud-earrings,35,"CHART Metalworks: Paw Print Stud Earrings"
"Featherweight Arc Earring",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/8/2880-CON-400_BST.jpg,https://www.thegrommet.com/products/april-soderstrom-featherweight-arc-earring,35,"April Soderstrom: Featherweight Arc Earring - Small - Gold"
"Handcrafted Compass Rose Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/1/4/1442-S-114_BST.jpg,https://www.thegrommet.com/products/chart-metalworks-handcrafted-compass-rose-necklace,35,"This pewter compass rose necklace is handcrafted in Maine and bears the symbol of direction and guidance. Alongside it hangs a customizable charm tag with a name, message, or coordinates of a meaningful location. Handcrafted in Maine."
"Featherweight Thread-Through Fish Earrings",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/8/2880-CON-100_BST.jpg,https://www.thegrommet.com/products/april-soderstrom-featherweight-thread-through-earring,35,"Don lightweight earrings that make a statement but feel like you’re not wearing anything at all. Made from ultra-thin sterling silver or 14k gold wire, these fish-inspired earrings thread through for extra comfort and have a minimalist design that works day and night."
"Featherweight Leaf Earrings",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/8/2880-CON-200_BST.jpg,https://www.thegrommet.com/products/april-soderstrom-featherweight-leaf-earrings,35,"April Soderstrom: Featherweight Leaf Earrings - Silver"
"Family Tree Necklace + 4 Birthstones",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/skucover_4_vintagestampjewels.jpg,https://www.thegrommet.com/products/vintage-stamp-jewels-family-tree-necklace-with-4-crystal-birthstones,35,"Vintage Stamp Jewels: Family Tree Necklace Silver Chain with 4 Crystal Birthstones"
"Adjustable Taylor Bracelet",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/i/m/img_4337.jpeg,https://www.thegrommet.com/products/rebel-nell-adjustable-taylor-bracelet,35,"This little piece of arm candy is perfect for everyday wear and is a tiny reminder of strength. Layer them up or let them stand alone, either way, they're here to make a statement. Each piece is a one-of-a-kind item made from re-purposed Detroit graffiti. Made in the USA."
"Echo Sound Wave Engraved Cuff Bracelet",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/7/3773-CON-300_BST.jpg,https://www.thegrommet.com/products/scout-curated-wears-echo-sound-wave-engraved-cuff-bracelet,35,"Scout Curated Wears: Echo Sound Wave Engraved Cuff Bracelet - "You make me happy""
"Handmade Amber & Orange Peel Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/5/3559-CON-400_BST.jpg,https://www.thegrommet.com/products/artyfactos-handmade-amber-and-orange-peel-necklace,35,"Artyfactos: Handmade Amber & Orange Peel Necklace - Turquoise"
"Mini Pawprint Necklace with Tag",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/1/4/1442-s-118_bst.jpg,https://www.thegrommet.com/products/chart-metalworks-mini-pawprint-necklace-with-tag,35,"Keep your favorite pup close with a mini pawprint necklace handcrafted in satin-finished pewter in Portland, Maine. Alongside the pawprint hangs a customizable tag to highlight the name of your furry friend."
"Mixed Flower Teardrop Dangle Earrings",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/U/N/UNKNOWN-20220221014402-PXL20220220211551422.jpg,https://www.thegrommet.com/products/mixed-flower-teardrop-dangle-earrings,36,"Found Kept Jewelry: Mixed Flower Teardrop Dangles w/ Leaf & FMN - gold"
"Zodiac Constellation Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/9/2996-CON-100_BST.jpg,https://www.thegrommet.com/products/outdoor-metalworks-zodiac-constellation-necklace,36,"Outdoor Metalworks: Zodiac Constellation Necklace - Cancer"
"Silver Birthstone Charm Bracelet",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/6/2646-s-112_bst.jpg,https://www.thegrommet.com/products/floatjewelry-crystal-birthstone-bracelet,38,"Float Jewelry: Crystal Birthstone Bracelet - October - Tourmaline"
"The World Is Yours Bracelet",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/d/u/dune.jpeg,https://www.thegrommet.com/products/the-world-is-yours-bracelet,38,"Dune Jewelry: The World Is Yours Bracelet - Gold"
"Family Tree Necklace + 5 Birthstones",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/skucover_5_vintagestampjewels.jpg,https://www.thegrommet.com/products/vintage-stamp-jewels-family-tree-necklace-with-5-crystal-birthstones,38,"Thoughtful and personal, the family tree necklace is the perfect gift for any woman in your life—or for you. Beautifully handmade in Maryland, each necklace can be customized to reflect important children’s or grandchildren’s birthdates or other important dates or milestones with bezel-set Swarovski crystal charms."
"Custom Date Moon Phase Necklace - Classic Design",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/skucover_custommoon_moonglow_1.jpg,https://www.thegrommet.com/products/moonglow-custom-date-moon-phase-pendant-necklace,38,"Hang the moon around your neck. A moon phase necklace captures the moon from any date and places it into a pewter necklace full of meaning. Choose a special date—like a birthday or anniversary—to keep special occasions and dates close to you. A tiny black crystal lends a touch of sparkle to the antiqued, vintage-inspired design."
"Choose Your Moon Phase Necklace - Classic Design",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/skucover_chooseyourmoon_moonglow.jpg,https://www.thegrommet.com/products/moonglow-moon-phase-pendant-necklace,38,"Moonglow: Choose Your Moon Phase Necklace - Classic Design - New Moon"
"Harmony Ball Necklace - Crown",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/2/3284-S-105_BST.jpg,https://www.thegrommet.com/products/mamijux-harmony-ball-necklace-crown,39.2,"This harmony ball necklace is as soothing to hear as it is good looking to wear. An internal xylophone chimes with a relaxing sound that—according to ancient tradition—evokes a guardian angel for an expectant mother and child, or anyone looking for a little extra luck."
"Spiritual Symbol Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/1/3145-CON-200_BST.jpg,https://www.thegrommet.com/products/satya-jewelry-spiritual-symbol-necklace,39.2,"What do you want to manifest in life? A symbol necklace is a lovely-looking way to infuse meaning into your everyday looks. Pick a charm that means the most to you—protection, new beginnings, vitality, or love. (All four sound pretty good to us.) Handcrafted in Thailand."
"Starburst Pendant Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/7/1/710-con-100_bst_u.jpg,https://www.thegrommet.com/products/melissa-borrell-design-starburst-pendant,39,"Hand-drawn, laser-cut jewelry pendants that come still attached to the metal plate from which they were cut. Available in 18K Gold Plated, Stainless Steel, and Powder Coated Stainless."
"Circles Pendant Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/7/1/710-con-102_bst_u.jpg,https://www.thegrommet.com/products/melissa-borrell-design-circles-pendant,39,"Hand-drawn, laser-cut jewelry pendants that come still attached to the metal plate from which they were cut."
"Birth Month Flower Necklace + 3 Pendants",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/1/5/154603207_740126783365982_4586524194784880606_n_1_1.jpg,https://www.thegrommet.com/products/birth-month-flower-necklace-3,38.95,"Vintage Stamp Jewels: Birth Month Flower Necklace + 3 Pendants - Gold"
"Moon Dangle Earrings with Baby's Breath",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/U/N/UNKNOWN-20220221023045-PXL202202202101279662.jpg,https://www.thegrommet.com/products/moon-dangle-earrings-with-babys-breath,40,"Found Kept Jewelry: Moon Dangle Earrings with Baby's Breath"
"Learn-To-Code Mantra Bracelet",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/0/3049-CON-100_BST.jpg,https://www.thegrommet.com/products/dresscode-tech-learn-to-code-mantra-bracelet,40,"Dresscode Tech: Learn-To-Code Mantra Bracelet - I Am Brave - Brass Tone"
"Lucite Self Defense Ring",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/4/3474-CON-100_BST.jpg,https://www.thegrommet.com/products/knockout-lucite-self-defense-ring,40,"Knockout: Lucite Self Defense Ring - Sea Glass - Size 10"
"State Love Pendant Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/1/9/1971-CON-400_BST.jpg,https://www.thegrommet.com/products/precious-metal-prints-state-love-pendant-necklace,39.95,"Precious Metal Prints: State Love Pendant Necklace - Nevada"
"Initial Charms",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/sku_a_1.jpg,https://www.thegrommet.com/products/lauren-wimmer-initial-charms-con,40,"Lauren Wimmer: Sterling small circle charm "q""
"Vessel Pendant",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/h/e/heromockupnervous.jpg,https://www.thegrommet.com/products/vessel-pendant-by-nervous-system,40,"A fine network of vessels defines the surface of this crescent-shaped pendant which was inspired by how veins form in leaves. The densely interconnected structure of 3d-printed nylon is airy and strong. An 18" sterling silver chain is threaded through the layers of the necklace."
"Chicago Pendant",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/sku_pendant_chicago.jpg,https://www.thegrommet.com/products/urban-gridded-jewelry-chicago-pendant,40,"AMinimal Studio: Chicago Pendant"
"Sweet Peas in the Pod Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/c/a/catalogv2_peapod_vintagepearl.jpg,https://www.thegrommet.com/products/the-vintage-pearl-sweet-peas,40,"The Vintage Pearl: Sweet Peas in the Pod Necklace - 2 Pearls"
"Family Tree Necklace + 6 Birthstones",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/skucover_6_vintagestampjewels.jpg,https://www.thegrommet.com/products/vintage-stamp-jewels-family-tree-necklace-with-6-crystal-birthstones,41,"Thoughtful and personal, the family tree necklace is the perfect gift for any woman in your life—or for you. Beautifully handmade in Maryland, each necklace can be customized to reflect important children’s or grandchildren’s birthdates or other important dates or milestones with bezel-set Swarovski crystal charms."
"Featherweight Spike Hoop Earrings",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/8/2880-CON-300_BST.jpg,https://www.thegrommet.com/products/april-soderstrom-featherweight-spike-hoop-earrings,42,"April Soderstrom: Featherweight Spike Hoop Earrings - Gold"
"Beach Bangle",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/8/0/802-s-114_bst.jpeg,https://www.thegrommet.com/products/dune-jewelry-beach-bangle,42,"Stack your favorite travels and experiences on your wrist with the Silver Wave Charm Beach Bangle. Whether it’s an amazing day on the golf course, swimming at the beach, or a record breaking win at the ballpark, Dune will use sand from that moment to capture your memory forever. This silver wave bangle is approximately 17mm in diameter and filled with your choice of sand, layered to a slightly domed, glass-like finish."
"Messy Nest Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/1/7/1777-con-200.jpg,https://www.thegrommet.com/products/the-vintage-pearl-messy-nest-necklace,42,"The Vintage Pearl: Messy Nest Necklace - 1 Egg"
"Thin Copper Quote Cuff",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/c/a/catalogv1_alloyjewelry_1.jpg,https://www.thegrommet.com/products/alloy-jewelry-thin-copper-quote-cuff,42,"Alloy Jewelry: Thin Copper Quote Cuff - "We were together; I forget the rest""
"Family Tree Necklace + 7 Birthstones",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/skucover_7_vintagestampjewels.jpg,https://www.thegrommet.com/products/vintage-stamp-jewels-family-tree-necklace-with-7-crystal-birthstones,44,"Thoughtful and personal, the family tree necklace is the perfect gift for any woman in your life—or for you. Beautifully handmade in Maryland, each necklace can be customized to reflect important children’s or grandchildren’s birthdates or other important dates or milestones with bezel-set Swarovski crystal charms."
"Stainless Steel Hair Tie Bracelet - Unity Design",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/1/8/1899-CON-1100_BST.jpg,https://www.thegrommet.com/products/bittersweet-stainless-steel-hair-tie-bracelet-unity-design,45,"These stainless steel bracelets are made to disguise hair elastics in a way that will blend into or enhance just about any outfit. To keep your wrist indent-free, slip the elegantly-designed bracelet on and then secure your elastic in the groove."
